Date,AAPL,AMZN,DIS,GOOGL,JPM,MSFT,NVDA,PG,TSLA,V,^GSPC
2019-01-03,-0.09960738196444319,-0.025241497784936007,-0.02422680386483811,-0.027695632384817537,-0.014211911745274808,-0.03678799340303218,-0.060416877243525846,-0.007011116960392583,-0.03147171266518323,-0.0360369011768128,-0.02475673039503723
2019-01-04,0.0426890760461347,0.05006399867375011,0.0308472397653603,0.05129338332728062,0.036865495731056575,0.04650912782113914,0.06406748160234632,0.020410173565279077,0.0576973909120706,0.043081327509153056,0.03433571464262353
2019-01-07,-0.002225622118662396,0.03435341415874271,0.008667101945187161,-0.0019941347805861875,0.0006950532749647742,0.0012753619221395063,0.052940654446142155,-0.004000289603243501,0.05436123871697496,0.018031995740975804,0.007010434848680358
2019-01-08,0.01906301742186267,0.01661235994563981,0.007778650534279619,0.008783132236538371,-0.001885712609913659,0.007250719417685403,-0.024895433413339996,0.0036907947527520246,0.0011642764023440666,0.0054387787489766914,0.009695285023358924
2019-01-09,0.016981702562405054,0.0017143547179709895,0.011218693907846022,-0.003427418115981573,-0.0016901812125177385,0.014299453714018862,0.01966679791067616,-0.016331485419396108,0.009482625353500751,0.011769259882298044,0.004098045450532162
2019-01-10,0.0031961266758593343,-0.0019284287379283116,0.0011539360390531161,-0.0026070975193097645,-9.958012936750471e-05,-0.006425599535031412,0.01858600686308587,0.0024189816382791385,0.019023398389568458,0.001878281076922672,0.004518418782931244
2019-01-11,-0.009817902680111179,-0.009455231305329326,-0.001329828708747205,-0.013310729546275213,-0.004781405716667297,-0.007721880163597317,0.024788559812739308,0.006581231376379559,0.0066383165769237085,-0.004399261541855992,-0.00014629784190933748
2019-01-14,-0.015037279721358487,-0.014232985793521946,-0.002041711884395503,-0.012175069930981497,0.01030932511543714,-0.007295805495681207,0.010817351874583991,-0.006755940952064221,-0.03703280470952408,-0.006952972269254731,-0.005257525167898014
2019-01-15,0.020466759135529422,0.035462313843586335,-0.0058708995986527235,0.033285452781058655,0.007330944581765753,0.029005560868171854,-0.003788738702809491,0.009434885430105622,0.029994027272290946,0.001750471761438277,0.010721688622945758
2019-01-16,0.012216837769124966,0.005505997778829874,-0.007605518152419166,0.002761098970165188,0.008064472994512295,0.0035233976372581743,-0.0068725473289174,-0.006955781043839759,0.004703414429845898,0.0,0.0022219854881162515
2019-01-17,0.005937717345909199,0.005606434395265758,0.0009016365997775999,0.008820560189512383,0.004097562959926915,0.007022207718440532,0.0193495269530648,-0.0001434495913446021,0.0036410765019605495,-0.00043720133132907346,0.0075914003822110665
2019-01-18,0.006159404898012699,0.0017598946424279838,0.0002702261871359024,0.007442265702820805,0.01622631196859814,0.014982859240945778,0.0343397554864715,0.008605376104906082,-0.1297111611448507,0.008887380354039465,0.01318305304897005
2019-01-22,-0.02244619521718949,-0.03774908655967102,-0.003962528338097404,-0.025891783084325826,-0.01577586782915985,-0.01884676071347302,-0.05199775337335577,-0.010719618904505457,-0.011050140026936717,-0.003249245304098425,-0.014157306164566674
2019-01-23,0.004044191173762757,0.004809570602366753,0.004701637610216913,0.005358568453867729,-0.002525375044169831,0.009746374609279407,0.003495256317827211,0.04865108675583518,-0.03790309945117787,-0.00753352559139675,0.0022029127742235755
2019-01-24,-0.007926128919034436,0.009091336230296898,-0.005129566801090224,-0.00037798812621026023,0.0005837721923696026,-0.004779291802898933,0.05727103763913233,-0.005693793485823551,0.013630522645296628,0.005036203674777084,0.0013757255543636049
2019-01-25,0.033136932808649044,0.009450615167288179,0.004884593608459387,0.01615306281204476,0.006326699463998109,0.009133655636552662,0.014635173001949386,-0.007423209954477428,0.018970237843449533,0.007044170346969469,0.008488694060713842
2019-01-28,-0.009254657893952523,-0.019562216712664893,-0.0025204356988391963,-0.01965479329340203,0.004739280400527068,-0.019501681465195042,-0.13824551515223926,-0.0008545141610476481,-0.0022219544588429896,-0.019326550535140874,-0.007846827493937836
2019-01-29,-0.010364647988955644,-0.02686994204251958,0.0008121417556006261,-0.009075295277197637,0.0027918670772504317,-0.020365333154880316,-0.04644584260713991,0.0002136928424927298,0.0036439960027925267,-0.007279929062730672,-0.0014562465775435074
2019-01-30,0.06833464317681837,0.04802744720961405,-0.006943178938248473,0.02610139844860071,0.0023036039297879007,0.033417738593510826,0.043997070490732204,0.01047695124705661,0.038021902704256094,0.019259498664480956,0.01554926091974429
2019-01-31,0.007201418972495377,0.02891472167185971,0.012621378176721265,0.025410077164177647,-0.008715327964013198,-0.01833063206851926,0.04629137737603006,0.020630367336901267,-0.005667655087972956,-0.018822965889888632,0.008597395948725328
2019-02-01,0.00048064006420323047,-0.05381880772938674,-0.0019725964860329848,-0.0064571178633038295,0.003671319638026249,-0.01580059790370225,0.006817527237401144,0.010365718831862436,0.01690437546773982,0.03807163608108799,0.0008986100931438479
2019-02-04,0.028405031983417484,0.004353581897566405,0.00449238601856794,0.020382173723901387,0.003561907924754415,0.02879979331148963,0.030746836341159822,0.0057452852643740115,0.002178046704109926,0.009632406273213379,0.006776236617404008
2019-02-05,0.017109353914142256,0.015612487224473615,0.007692235073965437,0.009155229010681554,-0.004412302243268829,0.013996676885145165,0.005161670799677109,-0.006018258093811624,0.027038217137097087,0.007279008539438969,0.00470842037697472
2019-02-06,0.00034441560082387745,-0.011182689786027766,-0.011095284431251962,-0.025158940023163878,-0.0004819874756615272,-0.011098711213305856,0.020340151365049186,0.004926123153078832,-0.012851945460094494,-0.007296732832893893,-0.0022244379802809355
2019-02-07,-0.018939640445968853,-0.015784110453143985,-0.004129012700012202,-0.015121743614824656,-0.013109496158405065,-0.007167869585697817,-0.03647079428702604,-0.007966049301464384,-0.030609661584522496,-0.00932876984330333,-0.009357140143940179
2019-02-08,0.0011752078576974245,-0.016198209157239574,0.005047373294230217,-0.003191992575839353,-0.009962949807294397,0.003799612873411462,0.005087567880491584,0.005868033089986957,-0.005560810155770368,0.0014979454409524973,0.0006762010869560964
2019-02-11,-0.005750460032130089,0.0017503863887402549,-0.018563334798645692,-0.00023580767745567943,-0.004735738257659272,-0.003974507337088484,-0.011608289297255547,0.0057313541736268014,0.02302159754165345,0.002991863982571008,0.0007091030986317026
2019-02-12,0.008616787419680305,0.029547382710171766,-0.002193036660337877,0.023100900523420398,0.017049973673475716,0.015581866370095288,0.03222942036690801,0.010074079041983541,-0.003292499161602569,0.008451510823284991,0.0128902247439735
2019-02-13,-0.0041546823346325645,0.001214920135908626,0.009157485424048817,0.0009311926982853436,0.00477586037974187,-0.0007484661338423848,0.0113117723985936,-0.0002010677742975142,-0.011673755836671518,0.010564345303736511,0.003023994668760688
2019-02-14,0.003643401952062364,-0.010579272014338836,0.0041744208550635875,0.0005049993920989149,-0.006499094895789037,0.0008428829055677767,0.010792798050834662,-0.00786000154959543,-0.014277820308407851,-0.0005582835474049475,-0.002651641555101225
2019-02-15,-0.0022252832907676545,-0.009059262479477748,0.01744066476907724,-0.008474955406315932,0.030560491921666433,0.012347850247063974,0.018184270820091886,0.00020315129220138672,0.013529981687833148,0.01222364973145873,0.01087875260858695
2019-02-19,0.002992848952423355,0.012208075244112715,0.008171269395454983,0.006144856004157928,-0.0035057228738220036,-0.0004621921292284892,-0.004449095575653872,0.01533327810323648,-0.007275592114103446,-0.0032433661936625002,0.0014987433214488366
2019-02-20,0.006435250560928862,-0.0033668938325457365,0.001497624937934816,-0.0052552086115574825,0.004849166022555806,-0.00519908532568869,0.012193580642795077,-0.007100896391603162,-0.010077140160173803,0.0020078596289043737,0.0017771107537685182
